Multiples,Name,Spec_Genre
1,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Science
2,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Childrens
3,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Reference
4,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Childrens
5,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Picture Books
6,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Kids
7,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Environment
8,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Nature
9,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Childrens
10,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),2nd Grade
0,Origin: A Novel (Robert Langdon),Fiction
1,Origin: A Novel (Robert Langdon),Thriller
2,Origin: A Novel (Robert Langdon),Mystery
3,Origin: A Novel (Robert Langdon),Thriller
4,Origin: A Novel (Robert Langdon),Mystery Thriller
5,Origin: A Novel (Robert Langdon),Audiobook
6,Origin: A Novel (Robert Langdon),Suspense
7,Origin: A Novel (Robert Langdon),Adventure
8,Origin: A Novel (Robert Langdon),Novels
9,Origin: A Novel (Robert Langdon),Mystery
10,Origin: A Novel (Robert Langdon),Crime
11,Origin: A Novel (Robert Langdon),Adult
0,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Fantasy
1,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Young Adult
2,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Fantasy
3,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Mythology
4,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Fiction
5,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Adventure
6,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Childrens
7,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Middle Grade
8,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Mythology
9,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Greek Mythology
10,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Childrens
11,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Fantasy
12,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Urban Fantasy
13,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Young Adult
14,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Young Adult Fantasy
0,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Colouring Books
1,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Art
2,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Colouring
3,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Nonfiction
4,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Art
5,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Crafts
6,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Reference
7,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Colouring Books
8,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Adult Colouring Books
9,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Adult
10,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Childrens
0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritualâ€¦",Spirituality
1,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritualâ€¦",Nonfiction
0,Strange Planet (Strange Planet Series),Humor
1,Strange Planet (Strange Planet Series),Sequential Art
2,Strange Planet (Strange Planet Series),Graphic Novels
3,Strange Planet (Strange Planet Series),Sequential Art
4,Strange Planet (Strange Planet Series),Comics
5,Strange Planet (Strange Planet Series),Fiction
6,Strange Planet (Strange Planet Series),Humor
7,Strange Planet (Strange Planet Series),Comedy
8,Strange Planet (Strange Planet Series),Graphic Novels Comics
9,Strange Planet (Strange Planet Series),Science Fiction
10,Strange Planet (Strange Planet Series),Adult
11,Strange Planet (Strange Planet Series),Science Fiction
12,Strange Planet (Strange Planet Series),Aliens
13,Strange Planet (Strange Planet Series),Art
0,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Nonfiction
1,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Economics
2,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Business
3,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Science
4,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Psychology
5,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Sociology
6,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Audiobook
7,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Social Science
8,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Economics
9,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Finance
10,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Politics
0,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Health
1,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Nonfiction
2,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Health
3,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Nutrition
4,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Food and Drink
5,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Food
6,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Science
7,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Food and Drink
8,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Vegan
9,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Self Help
10,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Food and Drink
11,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Diets
12,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Reference
13,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Dietâ€¦,Audiobook
0,The Guardians: A Novel,Fiction
1,The Guardians: A Novel,Mystery
2,The Guardians: A Novel,Thriller
3,The Guardians: A Novel,Thriller
4,The Guardians: A Novel,Legal Thriller
5,The Guardians: A Novel,Audiobook
6,The Guardians: A Novel,Mystery
7,The Guardians: A Novel,Crime
8,The Guardians: A Novel,Thriller
9,The Guardians: A Novel,Mystery Thriller
10,The Guardians: A Novel,Suspense
11,The Guardians: A Novel,Adult Fiction
12,The Guardians: A Novel,Novels
0,The Hunger Games Trilogy Boxed Set (1),Young Adult
1,The Hunger Games Trilogy Boxed Set (1),Fiction
2,The Hunger Games Trilogy Boxed Set (1),Fantasy
3,The Hunger Games Trilogy Boxed Set (1),Science Fiction
4,The Hunger Games Trilogy Boxed Set (1),Dystopia
5,The Hunger Games Trilogy Boxed Set (1),Science Fiction
6,The Hunger Games Trilogy Boxed Set (1),Adventure
7,The Hunger Games Trilogy Boxed Set (1),Romance
8,The Hunger Games Trilogy Boxed Set (1),Young Adult
9,The Hunger Games Trilogy Boxed Set (1),Teen
10,The Hunger Games Trilogy Boxed Set (1),Action
11,The Hunger Games Trilogy Boxed Set (1),Novels
0,"The Lost Hero (Heroes of Olympus, Book 1)",Fantasy
1,"The Lost Hero (Heroes of Olympus, Book 1)",Young Adult
2,"The Lost Hero (Heroes of Olympus, Book 1)",Fantasy
3,"The Lost Hero (Heroes of Olympus, Book 1)",Mythology
4,"The Lost Hero (Heroes of Olympus, Book 1)",Fiction
5,"The Lost Hero (Heroes of Olympus, Book 1)",Adventure
6,"The Lost Hero (Heroes of Olympus, Book 1)",Childrens
7,"The Lost Hero (Heroes of Olympus, Book 1)",Middle Grade
8,"The Lost Hero (Heroes of Olympus, Book 1)",Childrens
9,"The Lost Hero (Heroes of Olympus, Book 1)",Novels
10,"The Lost Hero (Heroes of Olympus, Book 1)",Mythology
11,"The Lost Hero (Heroes of Olympus, Book 1)",Greek Mythology
12,"The Lost Hero (Heroes of Olympus, Book 1)",Fantasy
13,"The Lost Hero (Heroes of Olympus, Book 1)",Urban Fantasy
0,"The Mark of Athena (Heroes of Olympus, Book 3)",Fantasy
1,"The Mark of Athena (Heroes of Olympus, Book 3)",Young Adult
2,"The Mark of Athena (Heroes of Olympus, Book 3)",Fantasy
3,"The Mark of Athena (Heroes of Olympus, Book 3)",Mythology
4,"The Mark of Athena (Heroes of Olympus, Book 3)",Fiction
5,"The Mark of Athena (Heroes of Olympus, Book 3)",Childrens
6,"The Mark of Athena (Heroes of Olympus, Book 3)",Middle Grade
7,"The Mark of Athena (Heroes of Olympus, Book 3)",Adventure
8,"The Mark of Athena (Heroes of Olympus, Book 3)",Mythology
9,"The Mark of Athena (Heroes of Olympus, Book 3)",Greek Mythology
10,"The Mark of Athena (Heroes of Olympus, Book 3)",Childrens
11,"The Mark of Athena (Heroes of Olympus, Book 3)",Fantasy
12,"The Mark of Athena (Heroes of Olympus, Book 3)",Urban Fantasy
13,"The Mark of Athena (Heroes of Olympus, Book 3)",Romance
0,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food and Drink
1,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Cookbooks
2,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food and Drink
3,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Cooking
4,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Nonfiction
5,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food and Drink
6,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food
7,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Reference
8,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food and Drink
9,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Foodie
10,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Adult
11,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",How To
12,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food and Drink
13,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Cuisine
14,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solveâ€¦",Food and Drink
0,The Shack: Where Tragedy Confronts Eternity,Fiction
1,The Shack: Where Tragedy Confronts Eternity,Christian
2,The Shack: Where Tragedy Confronts Eternity,Christian Fiction
3,The Shack: Where Tragedy Confronts Eternity,Religion
4,The Shack: Where Tragedy Confronts Eternity,Spirituality
5,The Shack: Where Tragedy Confronts Eternity,Religion
6,The Shack: Where Tragedy Confronts Eternity,Faith
7,The Shack: Where Tragedy Confronts Eternity,Inspirational
8,The Shack: Where Tragedy Confronts Eternity,Religion
9,The Shack: Where Tragedy Confronts Eternity,Christianity
10,The Shack: Where Tragedy Confronts Eternity,Adult Fiction
11,The Shack: Where Tragedy Confronts Eternity,Adult
0,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Food and Drink
1,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Cookbooks
2,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Nonfiction
3,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Food and Drink
4,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Cooking
5,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Food and Drink
6,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Food
7,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Reference
8,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Food and Drink
9,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Fantasy
10,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Magic
11,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Pop Culture
12,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Fandom
13,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Childrens
14,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes forâ€¦,Adult
